SYMBOL;SERIES;OPEN;HIGH;LOW;CLOSE;LAST;PREVCLOSE;TOTTRDQTY;TOTTRDVAL;TIMESTAMP;TOTALTRADES;ISIN
PITTIENG;EQ;57.7;66.65;55.1;59.6;59.65;55.55;305944;18411546.8;07. Jan 21;2338;INE450D01021
PKTEA;BE;209.1;218.2;206.45;215;215;214;308;64369.85;07. Jan 21;13;INE431F01018
PLASTIBLEN;EQ;259.85;260;251.2;252.2;251.3;251.7;8459;2147514.95;07. Jan 21;404;INE083C01022
PNB;EQ;35.8;36;35.35;35.45;35.6;35.2;94883129;3377554471.45;07. Jan 21;74528;INE160A01022
PNBGILTS;EQ;48.8;48.8;46.1;46.7;46.8;47.75;1400153;66324151.8;07. Jan 21;6938;INE859A01011
PNBHOUSING;EQ;370;383.9;369.65;376.9;376.7;366.3;607236;229923686.95;07. Jan 21;12926;INE572E01012
PNC;EQ;23;24;23;23.45;23. Mai;22.85;26255;617779.75;07. Jan 21;205;INE392B01011
PNCINFRA;EQ;183.9;185.2;178.25;182.55;183;175.65;4254564;776212095.25;07. Jan 21;34822;INE195J01029
PODDARHOUS;EQ;241.5;252.9;241.5;252.9;252.9;240.9;13586;3408265.9;07. Jan 21;205;INE888B01018
PODDARMENT;EQ;195.95;199;192.65;196.15;195.2;192.9;4739;930048;07. Jan 21;335;INE371C01013
POKARNA;BZ;209.5;211.35;201.3;210.6;211.35;201.3;61109;12857096.3;07. Jan 21;477;INE637C01025
POLYCAB;EQ;1190.3;1300;1187.3;1277.75;1297;1176.1;2335515;2943215724.55;07. Jan 21;93506;INE455K01017
POLYMED;EQ;514.5;526.7;512.65;521.7;523.5;512.05;98019;51217447.1;07. Jan 21;3483;INE205C01021
POLYPLEX;EQ;708.7;734.8;707.05;727.65;727.5;705.3;347452;252033454.55;07. Jan 21;15879;INE633B01018
PONNIERODE;EQ;167.95;169.3;165.7;168.35;169;165.55;4930;827115.45;07. Jan 21;231;INE838E01017
POWERFUL;SZ;Jul 55;Jul 55;Jul 55;Jul 55;Jul 55;07. Sep;2000;15100;07. Jan 21;1;INE650Z01011
POWERGRID;EQ;198;201.8;195.5;197.05;196.6;196.15;22573087;4493427904.25;07. Jan 21;87251;INE752E01010
POWERINDIA;EQ;1280.6;1340.05;1272.25;1286.5;1286;1265.9;24797;32391415.85;07. Jan 21;2376;INE07Y701011
POWERMECH;EQ;430;430;423.9;425.8;427.9;427.5;30231;12923536.9;07. Jan 21;1418;INE211R01019
PPAP;EQ;264.45;269;255;257.85;257.1;262.5;56836;14828398.7;07. Jan 21;1727;INE095I01015
PPL;EQ;113.5;114;110.25;113.1;113;110.45;138117;15576790.75;07. Jan 21;1921;INE050001010
PRABHAT;EQ;72.9;73;72.05;72.3;72.4;72.85;27835;2014573.9;07. Jan 21;273;INE302M01033
PRADIP;BE;0.8;0.9;0.8;0.9;0.9;0.85;2823;2469.2;07. Jan 21;4;INE495J01015
PRAENG;BE;10. Jun;Okt 65;Okt 15;Okt 25;10. Feb;10. Jun;22329;231535.65;07. Jan 21;71;INE505C01016
PRAJIND;EQ;122.9;124.7;121.55;123.1;122.45;121.95;1804418;222678723.7;07. Jan 21;14028;INE074A01025
PRAKASH;EQ;60.7;62.6;60.6;61.65;61.95;60.4;2009500;123792564.25;07. Jan 21;6680;INE603A01013
PRAKASHSTL;BE;1;1;0.95;1;1;0.95;956952;951627.5;07. Jan 21;238;INE696K01024
PRAXIS;EQ;54;54;48;48.65;48.45;50.25;47036;2353925.75;07. Jan 21;862;INE546Y01022
PRECAM;EQ;45.8;46.2;45.3;45.45;45.3;45.1;186567;8533469.9;07. Jan 21;1304;INE484I01029
PRECOT;BE;94.2;95;90;90.4;90.5;93.55;8435;784316.2;07. Jan 21;105;INE283A01014
PRECWIRE;EQ;163;164;158;161.45;159.85;161.2;37549;6070824.5;07. Jan 21;924;INE372C01029
PREMEXPLN;EQ;159.85;167.55;156;162.35;162.1;155.65;171196;27941849.55;07. Jan 21;2303;INE863B01011
PREMIER;EQ;Mai 25;05. Mai;Mai 25;05. Mai;05. Mai;Mai 25;18106;98957.8;07. Jan 21;86;INE342A01018
PREMIERPOL;EQ;43.95;44;42.25;42.65;42.55;42.2;14555;625833.5;07. Jan 21;383;INE309M01012
PRESSMN;EQ;26. Apr;27.35;25. Jun;25. Aug;25. Sep;26. Jan;86958;2265067.85;07. Jan 21;630;INE980A01023
PRESTIGE;EQ;285.95;288.2;281.2;282.6;282.6;280.9;503751;143434263.05;07. Jan 21;9563;INE811K01011
PRICOLLTD;EQ;51.8;52.45;50.25;50.65;50.65;50.2;843051;43430487;07. Jan 21;3984;INE726V01018
PRIMESECU;EQ;45.65;45.7;44.8;45.1;44.8;45.1;13963;631619.25;07. Jan 21;214;INE032B01021
PRINCEPIPE;EQ;295;302;291.55;293.3;292.85;294.95;170698;50586861.7;07. Jan 21;3759;INE689W01016
PRIVISCL;EQ;550.05;558;543.35;554.85;557;553.9;40268;22298482.75;07. Jan 21;1663;INE959A01019
PROLIFE;SM;60.85;61.7;60.85;61.7;61.7;58.8;24000;1474500;07. Jan 21;8;INE994V01012
PROZONINTU;EQ;22. Jul;23.45;22. Mai;22.85;23. Jan;22. Feb;456479;10480755.3;07. Jan 21;1031;INE195N01013
PRSMJOHNSN;EQ;89.4;90.8;88;89.55;89.5;88.5;514736;45989556.95;07. Jan 21;5321;INE010A01011
PSB;EQ;13. Mai;13. Mai;13. Mrz;13.35;13.35;13. Mrz;272707;3650237.8;07. Jan 21;545;INE608A01012
PSPPROJECT;EQ;419.9;421.95;412.5;416.85;417;412.75;147682;61456452.6;07. Jan 21;2623;INE488V01015
PSUBNKBEES;EQ;18. Feb;20. Apr;18. Feb;20. Aug;20.14;19.97;365400;7362629.39;07. Jan 21;778;INF204KB16I7
PTC;EQ;61;61.4;59.9;60.2;60.15;60.2;1331514;80875397.45;07. Jan 21;10830;INE877F01012
PTL;EQ;45.5;47.15;44.8;45.1;45;45.5;150995;6864068.25;07. Jan 21;1133;INE034D01031
PULZ;SM;13.65;13.65;13.65;13.65;13.65;13;4000;54600;07. Jan 21;1;INE335X01014
PUNJABCHEM;EQ;803.2;808.7;789;798.9;800;796.8;6290;5034396.2;07. Jan 21;646;INE277B01014
PUNJLLOYD;BZ;02. Jun;02. Jun;02. Mai;02. Jun;02. Jun;02. Mai;495737;1283233.45;07. Jan 21;305;INE701B01021
PURVA;EQ;95.2;96;92.5;93.05;93.15;91.05;543640;50966493.9;07. Jan 21;5788;INE323I01011
PVR;EQ;1415;1451.4;1407.5;1434;1439.35;1438.1;1856080;2658288888.6;07. Jan 21;59561;INE191H01014
QGOLDHALF;EQ;2198.95;2214.8;2170.2;2206.65;2205;2239.9;1726;3807151;07. Jan 21;201;INF082J01010
QNIFTY;EQ;1466;1470.7;1466;1467.4;1467.4;1459;29;42579;07. Jan 21;12;INF082J01028
QUESS;EQ;529;630.7;516.25;532.5;532.5;525.6;168314;90518412.6;07. Jan 21;6910;INE615P01015
QUICKHEAL;EQ;172.05;175.4;170.5;171.3;171;171.15;432521;74815842.85;07. Jan 21;5657;INE306L01010
RADAAN;EQ;Jan 35;Jan 35;Jan 35;Jan 35;Jan 35;01. Mrz;2379;3211.65;07. Jan 21;7;INE874F01027
RADICO;EQ;485;496.35;478.4;488.05;488;481.2;1241560;608228776.1;07. Jan 21;23196;INE944F01028
RADIOCITY;BE;25. Jan;25. Apr;24.45;25. Mai;25.15;24. Apr;242081;6041605.35;07. Jan 21;680;INE919I01024
RAIN;EQ;142.8;156;142.5;154.25;154.8;141.7;7773646;1180237658;07. Jan 21;62073;INE855B01025
RAJESHEXPO;EQ;485;487.75;480.05;482.25;483.5;479.05;160784;77901895.65;07. Jan 21;4374;INE343B01030
RAJRATAN;EQ;445.95;455;444.05;450.35;451.95;444.15;7815;3526711.85;07. Jan 21;357;INE451D01011
RAJRAYON;BZ;0.35;0.35;0.3;0.3;0.35;0.3;1008916;322461.65;07. Jan 21;194;INE533D01024
RAJSREESUG;EQ;18;18;17;17. Feb;17. Jan;17.65;17256;302541.8;07. Jan 21;153;INE562B01019
RAJTV;EQ;36.55;37.5;36.55;36.9;36.7;36.35;11436;422475.05;07. Jan 21;143;INE952H01027
RALLIS;EQ;299;304.3;291.05;293.5;293.95;297.05;753111;225553267.4;07. Jan 21;12952;INE613A01020
RAMANEWS;EQ;15. Sep;16. Jan;15. Mai;15.75;15.75;15.55;96367;1520870.8;07. Jan 21;310;INE278B01020
RAMASTEEL;EQ;64.25;64.25;64.25;64.25;64.25;61.2;1685;108261.25;07. Jan 21;21;INE230R01027
RAMCOCEM;EQ;807;835;806.15;832.2;833;802.45;2295347;1889956933.45;07. Jan 21;61819;INE331A01037
RAMCOIND;EQ;237.1;237.85;230.1;232.85;232.25;235.9;378248;87921084.9;07. Jan 21;2710;INE614A01028
RAMCOSYS;EQ;735;747;720.1;726.5;728.1;715.2;202313;147963195.2;07. Jan 21;8540;INE246B01019
RAMKY;BE;52.75;52.75;51;51.45;51.7;50.65;37338;1925191;07. Jan 21;217;INE874I01013
RAMSARUP;BZ;01. Feb;01. Feb;01. Feb;01. Feb;01. Feb;Jan 15;7989;9586.8;07. Jan 21;19;INE005D01015
RANASUG;EQ;Jul 25;07. Mrz;07. Jan;Jul 15;07. Jan;07. Feb;332999;2399537.1;07. Jan 21;394;INE625B01014
RANEENGINE;EQ;270.7;276.65;270.6;271.6;271.6;271.9;1932;527250.25;07. Jan 21;140;INE222J01013
RANEHOLDIN;EQ;657.45;664;645.5;649.45;648.75;649;14960;9768363.55;07. Jan 21;875;INE384A01010
RATNAMANI;EQ;1590;1620.65;1570;1578.45;1572;1582.2;13921;22241274.3;07. Jan 21;1340;INE703B01027
RAYMOND;EQ;354.5;355.7;348.75;350;349;346.9;873002;307225158.8;07. Jan 21;12248;INE301A01014
RBL;EQ;783;785;775;783.8;785;776;5991;4672867.95;07. Jan 21;484;INE244J01017
RBLBANK;EQ;266.85;273;263.1;269.3;269.3;264.2;19675319;5270334277;07. Jan 21;111918;INE976G01028
RCF;EQ;54.5;55.25;53.75;53.85;53.9;54.3;2009518;109404396.85;07. Jan 21;5723;INE027A01015
RCOM;EQ;02. Feb;Feb 25;02. Jan;Feb 15;02. Feb;02. Feb;18900149;40854934.45;07. Jan 21;8677;INE330H01018
RECLTD;EQ;142.5;144.65;141.9;143.05;143.35;141.05;5184074;743400445;07. Jan 21;26168;INE020B01018
RECLTD;N2;1170;1248;1170;1170.2;1170.2;1168.5;521;609712.5;07. Jan 21;10;INE020B07GX4
RECLTD;N9;1282;1282;1275;1275;1275;1277.4;1737;2216642;07. Jan 21;14;INE020B07HS2
RECLTD;NF;1301.1;1301.15;1300;1301;1301;1301;2605;3389134.45;07. Jan 21;14;INE020B07IG5
RECLTD;NI;1258.6;1258.6;1235;1235.14;1238;1239.7;110;135983;07. Jan 21;4;INE020B07GH7
REDINGTON;EQ;132;134.3;131;131.75;131.5;131;304731;40451933.2;07. Jan 21;5071;INE891D01026
REFEX;BZ;93;95.85;88;95.85;95.85;91.3;52211;4866603.55;07. Jan 21;716;INE056I01017
RELAXO;EQ;911.9;911.9;866;879.55;883.25;898.85;325126;290065539.05;07. Jan 21;18172;INE131B01039
RELCAPITAL;BE;Nov 95;12. Feb;11. Mai;11. Jul;11. Aug;Nov 95;1183175;13973472.75;07. Jan 21;2309;INE013A01015
RELIANCE;EQ;1920.5;1945;1905.15;1911.15;1912.8;1914.25;14918406;28641263321.1;07. Jan 21;454695;INE002A01018
RELIANCEPP;E1;1048;1067.8;1029;1032.2;1034;1039.7;904492;941403895.55;07. Jan 21;47660;IN9002A01024
RELIGARE;EQ;69;70.2;67;67.6;67.1;68.3;439960;30169494.9;07. Jan 21;1943;INE621H01010
RELINFRA;EQ;29.25;29.95;28.25;28. Mai;28.45;29.65;3406662;98585012.15;07. Jan 21;6032;INE036A01016
REMSONSIND;EQ;117;120.75;115.25;118;117;116.75;7002;829407.15;07. Jan 21;367;INE474C01015
RENUKA;EQ;Dez 55;Dez 85;12. Mai;Dez 55;Dez 65;12. Mai;2973583;37585949.8;07. Jan 21;2966;INE087H01022
REPCOHOME;EQ;244;253.15;241;250.9;250;239.8;973712;240646515.6;07. Jan 21;14451;INE612J01015
REPL;EQ;124.6;128;121.55;128;128;121.95;30971;3942506.85;07. Jan 21;166;INE364Z01019
REPRO;EQ;405.2;407.2;395.05;397.4;396;401.4;3127;1246458.9;07. Jan 21;250;INE461B01014
RESPONIND;EQ;188.2;192.7;184.8;186.9;187;185.5;64296;12078758.05;07. Jan 21;1363;INE688D01026
REVATHI;EQ;622;633.3;588;592.1;594.9;617.2;18753;11496016.9;07. Jan 21;1171;INE617A01013
RGL;EQ;328;328;315;318.5;316.8;320.85;10456;3344003.85;07. Jan 21;483;INE722H01016
RHFL;BE;02. Jul;02. Aug;02. Jun;02. Jun;02. Jun;02. Jul;1765388;4694270.2;07. Jan 21;1268;INE217K01011
RHFL;N4;195.06;261;195.06;196.45;196.1;217.51;87;17738.56;07. Jan 21;9;INE217K07AE0
RICOAUTO;EQ;38.55;40;38.4;39.25;39.1;38.25;1290551;50952259.45;07. Jan 21;5444;INE209B01025
RIIL;EQ;400;409.6;397.55;398.9;399.55;396.1;266762;107537079.4;07. Jan 21;5669;INE046A01015
RITES;EQ;283.8;283.8;278.15;279.2;279.15;280.55;434948;122042129.25;07. Jan 21;11753;INE320J01015
RKDL;EQ;Sep 75;10. Jan;09. Mai;10. Jan;10. Jan;09. Feb;99113;977787.95;07. Jan 21;286;INE722J01012
RKEC;EQ;45.95;47.5;45.5;45.9;45.9;45.9;9919;458289.3;07. Jan 21;141;INE786W01010
RKFORGE;EQ;516.7;577;511.5;530;530.9;510.95;158001;85963835.15;07. Jan 21;8503;INE399G01015
RMCL;BE;03. Sep;03. Sep;Mrz 75;03. Sep;03. Sep;Mrz 75;117703;457399.25;07. Jan 21;124;INE172H01014
RMDRIP;SM;31. Mai;35.5;28.55;29. Aug;28. Jun;35.6;48000;1519300;07. Jan 21;22;INE219Y01018
RML;EQ;264.8;272;261.2;266.7;267.7;262.3;17371;4636745.2;07. Jan 21;498;INE050H01012
RNAVAL;EQ;03. Mrz;Mrz 35;03. Feb;03. Feb;Mrz 25;Mrz 25;2005900;6484123.6;07. Jan 21;1305;INE542F01012
ROHITFERRO;BE;01. Jul;01. Jul;01. Jun;01. Jul;01. Jul;Jan 65;30831;51432.15;07. Jan 21;49;INE248H01012
ROHLTD;EQ;76.45;76.95;75.3;75.75;75.65;75.6;37282;2837678.2;07. Jan 21;455;INE283H01019
ROLLT;BE;04. Jun;04. Jun;04. Jun;04. Jun;04. Jun;04. Apr;29115;133929;07. Jan 21;20;INE927A01040
ROLTA;EQ;Jun 35;Jun 55;06. Mai;06. Mai;06. Mai;Jun 25;1341039;8590228;07. Jan 21;24113;INE293A01013
ROML;EQ;61.4;61.4;61.4;61.4;61.4;58.5;7534;462587.6;07. Jan 21;35;INE294G01026
ROSSARI;EQ;891.25;905;868;880.4;881;881.9;138197;121623123.5;07. Jan 21;8162;INE02A801020
ROSSELLIND;EQ;124.45;128.9;124.3;125.2;125.7;125.25;11633;1464310.05;07. Jan 21;359;INE847C01020
ROUTE;EQ;1213;1240;1171;1185.5;1187;1199.35;571258;690296395.85;07. Jan 21;27226;INE450U01017
RPGLIFE;EQ;377;377;362.35;366.7;365;372.15;29376;10873941.75;07. Jan 21;1169;INE105J01010
RPOWER;BE;Mrz 75;Mrz 75;Mrz 55;Mrz 65;Mrz 65;03. Jul;15677662;57172153.6;07. Jan 21;6289;INE614G01033
RPPINFRA;EQ;68.8;69.5;65.25;65.85;66.15;66.55;62775;4207157.4;07. Jan 21;735;INE324L01013
RPPL;SM;120;120.95;116.1;116.1;116.1;120;6000;717050;07. Jan 21;4;INE760W01015
RSSOFTWARE;EQ;35;35;32.55;32.55;32.55;34.25;142013;4726883.85;07. Jan 21;838;INE165B01029
RSWM;BE;156.85;159.2;149.65;158.5;159;151.65;64981;10247498.1;07. Jan 21;330;INE611A01016
RSYSTEMS;EQ;120.15;121.15;118.5;119.05;118.85;119.55;39593;4728081.5;07. Jan 21;875;INE411H01032
RTNINFRA;EQ;08. Jan;08. Jan;08. Jan;08. Jan;08. Jan;Jul 75;183945;1489954.5;07. Jan 21;207;INE834M01019
RTNPOWER;EQ;Apr 25;04. Mrz;Mrz 75;Mrz 85;Mrz 85;4;112812322;450340470.25;07. Jan 21;40360;INE399K01017
RUBYMILLS;EQ;207.3;211;200.5;202.95;204;204.1;20218;4169174.35;07. Jan 21;506;INE301D01026
RUCHI;BE;674.9;683;668;672.3;672;674.9;12019;8070546.1;07. Jan 21;697;INE619A01035
RUCHINFRA;BE;07. Jul;Jul 75;Jul 55;Jul 65;07. Jul;Jul 65;85430;654388.95;07. Jan 21;267;INE413B01023
RUCHIRA;BE;67;67.5;65.7;66.55;66.9;66.75;34396;2294978.8;07. Jan 21;250;INE803H01014
RUPA;EQ;309;309;295.5;300.55;301.2;302.3;92740;28210168;07. Jan 21;2139;INE895B01021
RUSHIL;EQ;189;190.9;186.1;190.9;190.9;181.85;79711;15158846.75;07. Jan 21;918;INE573K01017
RUSHILPP1;E1;122.95;126.95;113.2;126.95;126.95;115.45;18632;2337881.2;07. Jan 21;274;IN9573K01023
RVHL;EQ;28. Mrz;33.5;28. Mai;33.5;33.5;27.95;557346;17751436.1;07. Jan 21;2342;INE09E501017
RVNL;EQ;28.85;29. Jul;28. Apr;29. Mai;29.45;28. Jan;29604400;858498611;07. Jan 21;44929;INE415G01027
S&SPOWER;BE;9;9;9;9;9;9;27;243;07. Jan 21;1;INE902B01017
SABEVENTS;BE;01. Jan;01. Jan;01. Jan;01. Jan;01. Jan;01. Mai;5860;6446;07. Jan 21;2;INE860T01019
SADBHAV;EQ;64.8;65;63.5;64.6;64.7;63.55;698655;45028056.25;07. Jan 21;2857;INE226H01026
SADBHIN;EQ;21. Mai;21. Mai;20.45;21. Mai;21. Jan;21. Mai;562639;11928515.15;07. Jan 21;1371;INE764L01010
SAFARI;EQ;563;589.9;550;554.2;557.6;560.6;9410;5285912.05;07. Jan 21;1181;INE429E01023
SAGARDEEP;BE;37.5;37.5;36.6;36.65;36.6;37.2;6001;222760.3;07. Jan 21;93;INE976T01013
SAGCEM;EQ;678.7;689.95;675;676.55;676;666.8;66800;45463613.85;07. Jan 21;3159;INE229C01013
SAIL;EQ;76.95;79.25;76.8;78;77.95;76.2;38600425;3025261394.5;07. Jan 21;54025;INE114A01011
SAKAR;EQ;117.4;117.4;112.2;114.1;113.1;113.75;51884;5927447.05;07. Jan 21;923;INE732S01012
SAKHTISUG;EQ;Okt 75;Okt 75;Okt 45;10. Jun;10. Jul;Okt 55;73489;777848.25;07. Jan 21;385;INE623A01011
SAKSOFT;EQ;365.05;373.9;362;363.45;364.5;364.45;29629;10858624.9;07. Jan 21;1191;INE667G01015
SAKUMA;EQ;07. Jul;07. Jul;Jul 25;07. Mrz;07. Mrz;Jul 55;630003;4663463.8;07. Jan 21;844;INE190H01024
SALASAR;EQ;256;267.85;255.55;264.1;266.5;254.05;112683;29463913;07. Jan 21;1374;INE170V01019
SALONA;EQ;77.25;84.3;76.65;78.3;77;80.65;9855;773343.75;07. Jan 21;182;INE498E01010
SALSTEEL;EQ;04. Jul;04. Jul;04. Jun;04. Jul;04. Jul;04. Mai;93375;438644.3;07. Jan 21;98;INE658G01014
SALZERELEC;EQ;133.4;134.4;129;129.95;130;132.25;54975;7245998;07. Jan 21;1055;INE457F01013
SAMBHAAV;EQ;Feb 45;Feb 45;02. Mrz;Feb 45;Feb 45;Feb 35;328559;804236.15;07. Jan 21;73;INE699B01027
SANCO;EQ;13. Aug;13. Aug;13.25;13. Mai;13. Jun;13.55;70477;959881.1;07. Jan 21;206;INE782L01012
SANDESH;EQ;649.05;665.3;632.6;647.1;649;635.2;2510;1630301.4;07. Jan 21;251;INE583B01015
SANDHAR;EQ;227.65;233.45;227.6;231.4;232;227.5;74147;17151748.55;07. Jan 21;6505;INE278H01035
SANGAMIND;EQ;102.8;104;97.65;98.85;99;100.8;117253;11692419.95;07. Jan 21;1989;INE495C01010
SANGHIIND;EQ;33.4;35.5;33.2;34.65;34.9;32.95;3081543;106277928.3;07. Jan 21;7063;INE999B01013
SANGHVIFOR;BE;21. Jul;22.65;20.65;21.65;22. Jun;21. Jul;4715;101625.7;07. Jan 21;25;INE263L01013
SANGHVIMOV;EQ;124.45;124.45;114.25;116.3;118;119.9;53727;6380664.7;07. Jan 21;835;INE989A01024
SANGINITA;EQ;28.45;28.45;27. Mrz;27.55;27. Mai;27. Sep;108522;3004122.45;07. Jan 21;441;INE753W01010
SANOFI;EQ;8190;8190.8;8105;8140.4;8150;8139.4;16958;137920647.2;07. Jan 21;3127;INE058A01010
SANWARIA;BZ;Jan 35;Jan 35;Jan 25;Jan 25;01. Mrz;01. Mrz;6166744;7851188.4;07. Jan 21;1478;INE890C01046
SARDAEN;EQ;380.8;389;379;381.95;381.55;377.45;102382;39321765.35;07. Jan 21;2666;INE385C01013
SAREGAMA;EQ;864.7;876;855.15;858.05;858;856.25;27398;23688577.6;07. Jan 21;2671;INE979A01017
SARLAPOLY;EQ;28. Apr;31.55;27.95;30.95;30.55;27.85;1300777;39479280.95;07. Jan 21;5853;INE453D01025
SASKEN;EQ;844.8;864.85;820;825.7;828.9;836.35;39520;33172598.6;07. Jan 21;2569;INE231F01020
SASTASUNDR;EQ;122.2;124.95;119.55;121.75;122;123.35;54160;6599184.6;07. Jan 21;659;INE019J01013
SATIA;EQ;95.9;98.85;93.2;93.65;94;94.7;177815;16884235.1;07. Jan 21;1772;INE170E01023
SATIN;EQ;83;85.05;82.5;85.05;85.05;81;680441;57679697.1;07. Jan 21;2702;INE836B01017
SATINPP;E1;37.35;37.35;35.6;37.35;37.35;35.6;301719;11268431.15;07. Jan 21;5026;IN9836B01015
SBICARD;EQ;985.2;1002.05;956.35;977.5;973;969;3734212;3692663316.3;07. Jan 21;121439;INE018E01016
SBIETFIT;EQ;255.6;264.2;252.25;255.18;255.22;256.15;1154;295365.88;07. Jan 21;102;INF200KA1S14
SBIETFPB;EQ;180;180;175.11;177.58;177;175.51;2448;434502.79;07. Jan 21;48;INF200KA1S22
SBIETFQLTY;EQ;127.88;128.99;127;127.24;127;127.88;3081;392923.43;07. Jan 21;117;INF200KA1WX6
SBILIFE;EQ;916.2;916.5;904.25;914.15;915;910.3;1109459;1011789689.7;07. Jan 21;46394;INE123W01016
SBIN;EQ;289;291.8;287;287.7;288;285.05;30546600;8832501855.1;07. Jan 21;183684;INE062A01020
SBIN;N5;11029.95;11063;11010;11051.33;11050.1;11029.44;1087;12000288.93;07. Jan 21;114;INE062A08058
SBIN;N6;10930;10930;10911.01;10924.99;10925;10927;37;404133.05;07. Jan 21;10;INE062A08066
SCAPDVR;EQ;Jan 55;Jan 55;Jan 45;Jan 45;01. Mai;01. Mai;80139;118890.25;07. Jan 21;418;INE224E01036
SCHAEFFLER;EQ;4624;4624;4531;4573;4531;4600.95;13844;63245036.4;07. Jan 21;6654;INE513A01014
SCHAND;EQ;70.5;70.5;69;69.45;69.6;69.1;84730;5894328.8;07. Jan 21;680;INE807K01035
SCHNEIDER;EQ;86.45;87.35;85;85.35;85.55;85.65;317615;27390425.85;07. Jan 21;3081;INE839M01018
SCI;EQ;89.2;90;87.65;88.25;88.35;88.5;1177164;104352592.05;07. Jan 21;5903;INE109A01011
SDBL;EQ;32.5;33.6;31.75;33.45;33.4;31.95;526072;17307860.1;07. Jan 21;2374;INE480C01020
SEAMECLTD;EQ;483.5;499;475;481;475.25;477.25;121382;59072056.55;07. Jan 21;1804;INE497B01018
SECL;SM;24;24;22. Jul;22.75;22.75;25. Feb;24000;551100;07. Jan 21;8;INE00Y701018
SECURCRED;SM;19;19;18.45;18.45;18.45;18.45;1200;22470;07. Jan 21;2;INE195Y01010
SELAN;EQ;135.8;136.5;132.85;133.35;133.4;134;75490;10105670;07. Jan 21;1193;INE818A01017
SELMCL;BZ;02. Mai;02. Jun;02. Apr;Feb 45;Feb 45;02. Mai;255059;627759.8;07. Jan 21;140;INE105I01012
SEPOWER;EQ;4;4;Mrz 85;4;4;Mrz 85;2264699;9058301.8;07. Jan 21;125;INE735M01018
SEQUENT;EQ;186.1;199.5;183.5;186.5;187.5;184.05;2733391;524301683.6;07. Jan 21;26298;INE807F01027
SESHAPAPER;EQ;157.15;159.6;155.35;156.5;156.05;156.35;54438;8551588.9;07. Jan 21;742;INE630A01024
SETCO;EQ;13;13;13;13;13;12. Apr;123595;1606735;07. Jan 21;115;INE878E01021
SETF10GILT;EQ;202.5;204.6;202.5;204.6;204.6;202.6;41;8306.11;07. Jan 21;10;INF200KA1JT1
SETFGOLD;EQ;4599.95;4599.95;4528.8;4560.4;4558;4625.65;13610;61944597.75;07. Jan 21;1677;INF200K01099
SETFNIF50;EQ;147.58;147.87;146.6;146.99;147.23;146.94;75223;11085080.39;07. Jan 21;892;INF200KA1FS1
SETFNIFBK;EQ;316;320.5;316;318.05;318;316.8;43461;13861771.9;07. Jan 21;733;INF200KA1580
SETFNN50;EQ;361.1;378.49;347.01;352.51;348.51;347.21;8761;3079502.64;07. Jan 21;323;INF200KA1598
SETUINFRA;BE;Jan 25;Jan 25;Jan 15;Jan 25;Jan 25;01. Feb;407988;489862.75;07. Jan 21;161;INE023M01027
SEYAIND;EQ;66;68.9;65.3;67.35;67.1;66.35;14705;985111.1;07. Jan 21;637;INE573R01012
SEZAL;BZ;Apr 85;Apr 85;Apr 85;Apr 85;Apr 85;Apr 65;8512;41283.2;07. Jan 21;23;INE955I01036
SFL;EQ;1973;2050;1947;1960.35;1967.7;1925.65;76940;153645167.35;07. Jan 21;10115;INE916U01025
SGBAPR28I;GB;4977.1;5008;4960;4960;4960;4977.1;39;193683.91;07. Jan 21;21;IN0020200062
SGBAUG24;GB;4987;5029;4987;5022.04;5022;5030.84;110;552500.35;07. Jan 21;28;IN0020160027
SGBAUG27;GB;4942.3;4970;4930;4970;4970;4987.22;105;520109.5;07. Jan 21;31;IN0020190107
SGBAUG28V;GB;4963.7;4990;4948;4971.16;4967.22;5008.78;3518;17476455.16;07. Jan 21;424;IN0020200161
SGBDC27VII;GB;5000;5000;4949;4950;4950;4975;19;94148;07. Jan 21;5;IN0020190461
SGBDEC2513;GB;4950;4950;4950;4950;4950;4988;5;24750;07. Jan 21;1;IN0020170158
SGBFEB27;GB;4940;4940;4920;4920;4920;4920;10;49270;07. Jan 21;4;IN0020180561
SGBFEB28IX;GB;4990;4990;4984;4984;4984;4980;3;14964;07. Jan 21;3;IN0020190545
SGBJ28VIII;GB;4976;4990;4959;4990;4990;5030;16;79697;07. Jan 21;6;IN0020190537
SGBJUL25;GB;4948;4988;4940;4986.36;4970;4974.15;219;1088064.51;07. Jan 21;25;IN0020170034
SGBJUL27;GB;5009.9;5010;4931;4946.01;4946.01;4990;7;34783.82;07. Jan 21;4;IN0020190081
SGBJUL28IV;GB;4950.1;4975;4930;4966.64;4968.99;4991.54;1423;7049135.25;07. Jan 21;201;IN0020200146
SGBJUN28;GB;4935;5050;4935;4998.77;5000;4961.92;472;2353599.51;07. Jan 21;69;IN0020200104
SGBMAR24;GB;4995;4995;4995;4995;4995;4994.48;18;89910;07. Jan 21;2;IN0020150119
SGBMAR25;GB;4975;4975;4905.05;4937.4;4935;4982.75;52;255672.5;07. Jan 21;12;IN0020160126
SGBMAR28X;GB;4970;4970;4970;4970;4970;4994.99;41;203770;07. Jan 21;5;IN0020190552
SGBMAY25;GB;4935;4965;4935;4960.26;4960;4985;31;153640;07. Jan 21;7;IN0020170018
